feature,missing_count,dataset,total_rows,missing_percentage
has_amenity_cp,0,residential_sale,19880,0.0
has_amenity_bl,0,residential_sale,19880,0.0
has_amenity_sp,0,residential_sale,19880,0.0
has_amenity_ss,0,residential_sale,19880,0.0
has_amenity_lb,0,residential_sale,19880,0.0
has_amenity_wc,0,residential_sale,19880,0.0
has_amenity_vw,0,residential_sale,19880,0.0
has_amenity_co,0,residential_sale,19880,0.0
has_amenity_st,0,residential_sale,19880,0.0
has_amenity_pg,0,residential_sale,19880,0.0
has_amenity_bw,0,residential_sale,19880,0.0
has_amenity_mr,0,residential_sale,19880,0.0
has_amenity_ac,0,residential_sale,19880,0.0
has_amenity_bk,0,residential_sale,19880,0.0
has_amenity_pp,0,residential_sale,19880,0.0
amenities_count,0,residential_sale,19880,0.0
geo_validation_status,0,residential_sale,19880,0.0
h3_res8,19880,residential_sale,19880,100.0
h3_res9,19880,residential_sale,19880,100.0
compound_name,0,residential_sale,19880,0.0
compound_match_confidence,0,residential_sale,19880,0.0
is_known_compound,0,residential_sale,19880,0.0
compound_frequency,0,residential_sale,19880,0.0
deterministic_price,19880,residential_sale,19880,100.0
comparable_count,19880,residential_sale,19880,100.0
confidence_score,19880,residential_sale,19880,100.0
tier_reached,19880,residential_sale,19880,100.0
retrieval_radius,19880,residential_sale,19880,100.0
median_price_per_sqm,19880,residential_sale,19880,100.0
weighted_price_per_sqm,19880,residential_sale,19880,100.0
comparable_price_std,19880,residential_sale,19880,100.0
comparable_price_iqr,19880,residential_sale,19880,100.0
median_comparable_age_days,19880,residential_sale,19880,100.0
id,0,commercial_rent,12377,0.0
title,0,commercial_rent,12377,0.0
price,0,commercial_rent,12377,0.0
currency,0,commercial_rent,12377,0.0
price_period,0,commercial_rent,12377,0.0
price_type,0,commercial_rent,12377,0.0
price_raw_value,0,commercial_rent,12377,0.0
property_type,0,commercial_rent,12377,0.0
location,0,commercial_rent,12377,0.0
latitude,64,commercial_rent,12377,0.517088147370122
longitude,64,commercial_rent,12377,0.517088147370122
share_url,0,commercial_rent,12377,0.0
bedrooms,3649,commercial_rent,12377,29.482103902399615
bathrooms,1091,commercial_rent,12377,8.814737012200048
size,0,commercial_rent,12377,0.0
category,0,commercial_rent,12377,0.0
page,0,commercial_rent,12377,0.0
scraped_at_utc,0,commercial_rent,12377,0.0
record_type,0,commercial_rent,12377,0.0
target_log_price,0,commercial_rent,12377,0.0
is_furnished,0,commercial_rent,12377,0.0
has_garden,0,commercial_rent,12377,0.0
sea_view,0,commercial_rent,12377,0.0
pool_view,0,commercial_rent,12377,0.0
corner_unit,0,commercial_rent,12377,0.0
fully_finished,0,commercial_rent,12377,0.0
core_shell,0,commercial_rent,12377,0.0
semi_furnished,0,commercial_rent,12377,0.0
hotel_apartment,0,commercial_rent,12377,0.0
luxury,0,commercial_rent,12377,0.0
prime_location,0,commercial_rent,12377,0.0
is_duplex,0,commercial_rent,12377,0.0
is_penthouse,0,commercial_rent,12377,0.0
is_ground_floor,0,commercial_rent,12377,0.0
is_clinic,0,commercial_rent,12377,0.0
is_office,0,commercial_rent,12377,0.0
is_shop,0,commercial_rent,12377,0.0
is_admin,0,commercial_rent,12377,0.0
has_nanny_room,0,commercial_rent,12377,0.0
has_driver_room,0,commercial_rent,12377,0.0
has_private_entrance,0,commercial_rent,12377,0.0
has_amenity_an,0,commercial_rent,12377,0.0
has_amenity_cp,0,commercial_rent,12377,0.0
has_amenity_lb,0,commercial_rent,12377,0.0
has_amenity_cr,0,commercial_rent,12377,0.0
has_amenity_dn,0,commercial_rent,12377,0.0
has_amenity_sy,0,commercial_rent,12377,0.0
has_amenity_se,0,commercial_rent,12377,0.0
has_amenity_ba,0,commercial_rent,12377,0.0
has_amenity_bl,0,commercial_rent,12377,0.0
has_amenity_st,0,commercial_rent,12377,0.0
has_amenity_wc,0,commercial_rent,12377,0.0
has_amenity_bw,0,commercial_rent,12377,0.0
has_amenity_pg,0,commercial_rent,12377,0.0
has_amenity_pn,0,commercial_rent,12377,0.0
amenities_count,0,commercial_rent,12377,0.0
geo_validation_status,0,commercial_rent,12377,0.0
h3_res8,12377,commercial_rent,12377,100.0
h3_res9,12377,commercial_rent,12377,100.0
compound_name,0,commercial_rent,12377,0.0
compound_match_confidence,0,commercial_rent,12377,0.0
is_known_compound,0,commercial_rent,12377,0.0
compound_frequency,0,commercial_rent,12377,0.0
deterministic_price,12377,commercial_rent,12377,100.0
comparable_count,12377,commercial_rent,12377,100.0
confidence_score,12377,commercial_rent,12377,100.0
tier_reached,12377,commercial_rent,12377,100.0
retrieval_radius,12377,commercial_rent,12377,100.0
median_price_per_sqm,12377,commercial_rent,12377,100.0
weighted_price_per_sqm,12377,commercial_rent,12377,100.0
comparable_price_std,12377,commercial_rent,12377,100.0
comparable_price_iqr,12377,commercial_rent,12377,100.0
median_comparable_age_days,12377,commercial_rent,12377,100.0
id,0,commercial_sale,8469,0.0
title,0,commercial_sale,8469,0.0
price,0,commercial_sale,8469,0.0
currency,0,commercial_sale,8469,0.0
price_period,0,commercial_sale,8469,0.0
price_type,0,commercial_sale,8469,0.0
price_raw_value,0,commercial_sale,8469,0.0
property_type,0,commercial_sale,8469,0.0
location,0,commercial_sale,8469,0.0
latitude,21,commercial_sale,8469,0.2479631597591215
longitude,21,commercial_sale,8469,0.2479631597591215
share_url,0,commercial_sale,8469,0.0
bedrooms,4462,commercial_sale,8469,52.686267564057154
bathrooms,1390,commercial_sale,8469,16.412799622151375
size,0,commercial_sale,8469,0.0
category,0,commercial_sale,8469,0.0
page,0,commercial_sale,8469,0.0
scraped_at_utc,0,commercial_sale,8469,0.0
record_type,0,commercial_sale,8469,0.0
target_log_price,0,commercial_sale,8469,0.0
is_furnished,0,commercial_sale,8469,0.0
has_garden,0,commercial_sale,8469,0.0
sea_view,0,commercial_sale,8469,0.0
pool_view,0,commercial_sale,8469,0.0
corner_unit,0,commercial_sale,8469,0.0
fully_finished,0,commercial_sale,8469,0.0
core_shell,0,commercial_sale,8469,0.0
semi_furnished,0,commercial_sale,8469,0.0
hotel_apartment,0,commercial_sale,8469,0.0
luxury,0,commercial_sale,8469,0.0
prime_location,0,commercial_sale,8469,0.0
is_duplex,0,commercial_sale,8469,0.0
is_penthouse,0,commercial_sale,8469,0.0
is_ground_floor,0,commercial_sale,8469,0.0
is_clinic,0,commercial_sale,8469,0.0
is_office,0,commercial_sale,8469,0.0
is_shop,0,commercial_sale,8469,0.0
is_admin,0,commercial_sale,8469,0.0
has_nanny_room,0,commercial_sale,8469,0.0
has_driver_room,0,commercial_sale,8469,0.0
has_private_entrance,0,commercial_sale,8469,0.0
has_amenity_an,0,commercial_sale,8469,0.0
has_amenity_lb,0,commercial_sale,8469,0.0
has_amenity_cp,0,commercial_sale,8469,0.0
has_amenity_cr,0,commercial_sale,8469,0.0
has_amenity_dn,0,commercial_sale,8469,0.0
has_amenity_sy,0,commercial_sale,8469,0.0
has_amenity_ba,0,commercial_sale,8469,0.0
has_amenity_se,0,commercial_sale,8469,0.0
has_amenity_bw,0,commercial_sale,8469,0.0
has_amenity_ac,0,commercial_sale,8469,0.0
amenities_count,0,commercial_sale,8469,0.0
geo_validation_status,0,commercial_sale,8469,0.0
h3_res8,8469,commercial_sale,8469,100.0
h3_res9,8469,commercial_sale,8469,100.0
compound_name,0,commercial_sale,8469,0.0
compound_match_confidence,0,commercial_sale,8469,0.0
is_known_compound,0,commercial_sale,8469,0.0
compound_frequency,0,commercial_sale,8469,0.0
deterministic_price,8469,commercial_sale,8469,100.0
comparable_count,8469,commercial_sale,8469,100.0
confidence_score,8469,commercial_sale,8469,100.0
tier_reached,8469,commercial_sale,8469,100.0
retrieval_radius,8469,commercial_sale,8469,100.0
median_price_per_sqm,8469,commercial_sale,8469,100.0
weighted_price_per_sqm,8469,commercial_sale,8469,100.0
comparable_price_std,8469,commercial_sale,8469,100.0
comparable_price_iqr,8469,commercial_sale,8469,100.0
median_comparable_age_days,8469,commercial_sale,8469,100.0
